time,date,climate,response,zero_flow,climate_interp,response_interp,phase,site,disturbance,class
1,1971-01-01,11.68,3.823644,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
2,1971-01-02,0,3.335772,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
3,1971-01-03,0,3.109685,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
4,1971-01-04,36.83,85.877288,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
5,1971-01-05,5.59,96.217785,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
6,1971-01-06,0,29.526144,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
7,1971-01-07,0,14.949494,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
8,1971-01-08,0,10.11441,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
9,1971-01-09,0,7.492596,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
10,1971-01-10,0,5.806861,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
11,1971-01-11,0,4.569333,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
12,1971-01-12,0,4.307549,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
13,1971-01-13,7.87,4.307549,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
14,1971-01-14,22.1,60.396909,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
15,1971-01-15,0.76,38.403025,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
16,1971-01-16,0.76,17.349188,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
17,1971-01-17,7.37,11.391602,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
18,1971-01-18,1.02,8.131192,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
19,1971-01-19,1.78,6.144008,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
20,1971-01-20,1.27,4.644696,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
21,1971-01-21,0.76,4.045764,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
22,1971-01-22,6.35,4.045764,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
23,1971-01-23,3.3,5.394352,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
24,1971-01-24,8.89,7.080087,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
25,1971-01-25,1.02,10.566583,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
26,1971-01-26,2.03,19.709216,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
27,1971-01-27,0.76,17.273825,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
28,1971-01-28,2.54,10.753006,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
29,1971-01-29,9.4,8.543701,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
30,1971-01-30,16.26,9.777263,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
31,1971-01-31,0,8.543701,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
32,1971-02-01,1.02,8.468339,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
33,1971-02-02,0.76,7.417234,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
34,1971-02-03,1.52,6.330431,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
35,1971-02-04,7.37,6.481155,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
36,1971-02-05,5.59,39.414466,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
37,1971-02-06,0,39.680218000000004,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
38,1971-02-07,7.87,18.507387,FALSE,FALSE,FALSE,pre,fernow_WS-3,chemical_addition,chronic
