time,date,climate,response,zero_flow,climate_interp,climate_corrupt,response_interp,phase,site,disturbance,class
3421,2010-02-11,0,92.312931,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3422,2010-02-12,0.0105,82.118865,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3423,2010-02-13,0,65.411924,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3424,2010-02-14,0,41.625769,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3425,2010-02-15,0,38.510916,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3426,2010-02-16,1e-4,35.112894,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3427,2010-02-17,0,35.112894,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3428,2010-02-18,0,32.281209,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3429,2010-02-19,0.0021,30.29903,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3430,2010-02-20,5.681,36.811905,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3431,2010-02-21,0.1115,30.29903,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3432,2010-02-22,1.6617,30.015861,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3433,2010-02-23,0,27.750513,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3434,2010-02-24,12.3785,35.396062,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3435,2010-02-25,0.3236,28.600018,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3436,2010-02-26,7e-4,30.015861,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3437,2010-02-27,87.2727,5012.08245,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3438,2010-02-28,2.3791,713.58462,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3439,2010-03-01,0.0026,345.46557,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3440,2010-03-02,0.5494,223.986284,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3441,2010-03-03,0.7568,181.22784,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3442,2010-03-04,7.8068,147.24762,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3443,2010-03-05,0,128.841668,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3444,2010-03-06,1.636,166.21991,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3445,2010-03-07,12.7019,135.354543,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3446,2010-03-08,0.0312,95.427784,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3447,2010-03-09,0.0102,87.215898,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3448,2010-03-10,0.0112,79.853517,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3449,2010-03-11,0.0889,76.455495,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3450,2010-03-12,0,70.225788,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3451,2010-03-13,6e-4,67.96044,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3452,2010-03-14,0.0026,65.128755,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3453,2010-03-15,0,62.29707,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3454,2010-03-16,0,59.465385,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3455,2010-03-17,0,57.200037,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3456,2010-03-18,0,57.766374,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3457,2010-03-19,0,53.235678,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3458,2010-03-20,0,54.368352,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3459,2010-03-21,0,54.085183,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3460,2010-03-22,6e-4,55.784194,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3461,2010-03-23,0,56.6337,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3462,2010-03-24,0.0044,56.916868,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3463,2010-03-25,0.0013,55.501026,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3464,2010-03-26,0,52.386172,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3465,2010-03-27,0,47.855476,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3466,2010-03-28,0,44.740623,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3467,2010-03-29,0,39.64359,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3468,2010-03-30,0.0039,33.98022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3469,2010-03-31,0.0102,30.582198000000002,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3470,2010-04-01,1.0457,30.015861,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3471,2010-04-02,3e-4,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3472,2010-04-03,0,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3473,2010-04-04,0.0202,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3474,2010-04-05,17.6164,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3475,2010-04-06,5e-4,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3476,2010-04-07,0,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3477,2010-04-08,0,28.31685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3478,2010-04-09,0,27.184176,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3479,2010-04-10,0.0121,28.600018,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3480,2010-04-11,1.1657,716.416305,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3481,2010-04-12,55.4865,225.118958,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3482,2010-04-13,1.5702,75.889158,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3483,2010-04-14,0,51.253498,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3484,2010-04-15,0,41.625769,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3485,2010-04-16,0.0145,36.245568,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3486,2010-04-17,0,35.112894,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3487,2010-04-18,4e-4,34.546557,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3488,2010-04-19,0,34.829725,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3489,2010-04-20,15.6933,81.552528,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3490,2010-04-21,0.1103,43.041612,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3491,2010-04-22,0.1443,37.944579,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3492,2010-04-23,0.0027,33.413883,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3493,2010-04-24,0.0115,32.847546,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3494,2010-04-25,0,30.865366,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3495,2010-04-26,0.01,26.051502,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3496,2010-04-27,0.0648,25.485165,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3497,2010-04-28,0.9993,25.485165,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3498,2010-04-29,0.0242,25.485165,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3499,2010-04-30,0.0931,25.485165,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3500,2010-05-01,0,22.65348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3501,2010-05-02,0,19.821795,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3502,2010-05-03,0,16.99011,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3503,2010-05-04,0,16.99011,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3504,2010-05-05,0,14.158425,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3505,2010-05-06,0,12.742582,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3506,2010-05-07,0,11.893077,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3507,2010-05-08,0,11.893077,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3508,2010-05-09,5e-4,11.609908,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3509,2010-05-10,0.0127,11.609908,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3510,2010-05-11,3e-4,10.760403,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3511,2010-05-12,6e-4,10.477234,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3512,2010-05-13,0,10.194066,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3513,2010-05-14,0,10.194066,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3514,2010-05-15,0,9.910898,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3515,2010-05-16,2e-4,9.910898,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3516,2010-05-17,1.1367,9.627729,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3517,2010-05-18,4.9441,9.627729,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3518,2010-05-19,0.1106,9.34456,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3519,2010-05-20,0.0017,9.34456,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3520,2010-05-21,0,9.061392,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3521,2010-05-22,7e-4,9.627729,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3522,2010-05-23,0.0023,9.910898,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3523,2010-05-24,0,11.893077,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3524,2010-05-25,0,13.025751,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3525,2010-05-26,0,13.875257,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3526,2010-05-27,0.4173,12.742582,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3527,2010-05-28,0.0109,11.043572,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3528,2010-05-29,0,9.061392,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3529,2010-05-30,0,8.778223,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3530,2010-05-31,0,9.061392,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3531,2010-06-01,6e-4,11.043572,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3532,2010-06-02,0,11.32674,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3533,2010-06-03,0,10.477234,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3534,2010-06-04,0,9.34456,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3535,2010-06-05,0,8.495055,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3536,2010-06-06,2e-4,8.495055,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3537,2010-06-07,0.0369,8.778223,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3538,2010-06-08,3e-4,8.495055,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3539,2010-06-09,0,8.211886,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3540,2010-06-10,0.0156,7.079212,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3541,2010-06-11,0,6.512875,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3542,2010-06-12,0,6.796044,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3543,2010-06-13,2e-4,6.512875,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3544,2010-06-14,0,6.229707,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3545,2010-06-15,0,5.380202,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3546,2010-06-16,0,5.946538,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3547,2010-06-17,0,6.512875,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3548,2010-06-18,0,6.796044,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3549,2010-06-19,0,6.512875,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3550,2010-06-20,0,5.946538,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3551,2010-06-21,0,6.229707,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3552,2010-06-22,1e-4,6.512875,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3553,2010-06-23,1e-4,6.229707,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3554,2010-06-24,0,5.66337,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3555,2010-06-25,0,4.813865,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3556,2010-06-26,0,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3557,2010-06-27,0,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3558,2010-06-28,1e-4,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3559,2010-06-29,0.599,4.530696,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3560,2010-06-30,0.088,4.813865,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3561,2010-07-01,0.0088,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3562,2010-07-02,0.0362,2.548516,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3563,2010-07-03,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3564,2010-07-04,0.0022,5.097033,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3565,2010-07-05,0.112,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3566,2010-07-06,0.3545,4.813865,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3567,2010-07-07,0.0545,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3568,2010-07-08,0.0197,4.530696,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3569,2010-07-09,5e-4,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3570,2010-07-10,0.002,2.831685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3571,2010-07-11,0.0312,2.831685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3572,2010-07-12,5e-4,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3573,2010-07-13,4e-4,3.964359,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3574,2010-07-14,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3575,2010-07-15,0,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3576,2010-07-16,0,2.831685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3577,2010-07-17,0,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3578,2010-07-18,0,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3579,2010-07-19,0,2.548516,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3580,2010-07-20,1e-4,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3581,2010-07-21,1e-4,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3582,2010-07-22,5e-4,3.964359,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3583,2010-07-23,5e-4,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3584,2010-07-24,4e-4,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3585,2010-07-25,0,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3586,2010-07-26,3e-4,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3587,2010-07-27,2e-4,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3588,2010-07-28,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3589,2010-07-29,0,2.831685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3590,2010-07-30,0,2.831685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3591,2010-07-31,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3592,2010-08-01,5e-4,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3593,2010-08-02,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3594,2010-08-03,0,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3595,2010-08-04,0,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3596,2010-08-05,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3597,2010-08-06,1e-4,3.964359,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3598,2010-08-07,5e-4,3.964359,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3599,2010-08-08,0,4.530696,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3600,2010-08-09,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3601,2010-08-10,0.0363,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3602,2010-08-11,3e-4,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3603,2010-08-12,0,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3604,2010-08-13,0,2.548516,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3605,2010-08-14,1e-4,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3606,2010-08-15,0,1.98218,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3607,2010-08-16,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3608,2010-08-17,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3609,2010-08-18,0,1.132674,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3610,2010-08-19,0,1.132674,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3611,2010-08-20,0,0.849505,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3612,2010-08-21,0,0.849505,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3613,2010-08-22,0,0.566337,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3614,2010-08-23,0,0.566337,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3615,2010-08-24,0,0.283168,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3616,2010-08-25,0,0.283168,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3617,2010-08-26,0,0.283168,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3618,2010-08-27,0,0.566337,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3619,2010-08-28,0,0.566337,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3620,2010-08-29,2e-4,1.132674,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3621,2010-08-30,0,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3622,2010-08-31,0,2.548516,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3623,2010-09-01,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3624,2010-09-02,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3625,2010-09-03,0,1.699011,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3626,2010-09-04,0,1.699011,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3627,2010-09-05,0,1.699011,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3628,2010-09-06,0,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3629,2010-09-07,6e-4,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3630,2010-09-08,1e-4,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3631,2010-09-09,0.0042,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3632,2010-09-10,0,3.114853,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3633,2010-09-11,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3634,2010-09-12,0,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3635,2010-09-13,0,3.398022,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3636,2010-09-14,0,3.68119,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3637,2010-09-15,0,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3638,2010-09-16,0,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3639,2010-09-17,0.0363,2.548516,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3640,2010-09-18,0,2.831685,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3641,2010-09-19,6e-4,2.548516,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3642,2010-09-20,2e-4,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3643,2010-09-21,0,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3644,2010-09-22,0,5.097033,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3645,2010-09-23,0,4.247527,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3646,2010-09-24,0,2.265348,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3647,2010-09-25,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3648,2010-09-26,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3649,2010-09-27,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3650,2010-09-28,0,0.849505,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3651,2010-09-29,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3652,2010-09-30,0,1.415842,FALSE,FALSE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3653,2010-10-01,0,1.132674,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3654,2010-10-02,0,1.415842,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3655,2010-10-03,0,2.265348,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3656,2010-10-04,0,2.831685,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3657,2010-10-05,0,1.98218,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3658,2010-10-06,0,16.99011,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
3659,2010-10-07,0,5.097033,FALSE,TRUE,FALSE,FALSE,post,santa_barbara_MC06,burn,pulse
