time,date,climate,response,zero_flow,climate_interp,climate_corrupt,response_interp,phase,site,disturbance,class
1149,2003-11-23,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1150,2003-11-24,0,2.548516,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1151,2003-11-25,0,2.548516,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1152,2003-11-26,0,2.548516,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1153,2003-11-27,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1154,2003-11-28,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1155,2003-11-29,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1156,2003-11-30,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1157,2003-12-01,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1158,2003-12-02,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1159,2003-12-03,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1160,2003-12-04,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1161,2003-12-05,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1162,2003-12-06,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1163,2003-12-07,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1164,2003-12-08,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1165,2003-12-09,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1166,2003-12-10,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1167,2003-12-11,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1168,2003-12-12,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1169,2003-12-13,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1170,2003-12-14,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1171,2003-12-15,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1172,2003-12-16,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1173,2003-12-17,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1174,2003-12-18,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1175,2003-12-19,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1176,2003-12-20,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1177,2003-12-21,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1178,2003-12-22,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1179,2003-12-23,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1180,2003-12-24,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1181,2003-12-25,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1182,2003-12-26,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1183,2003-12-27,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1184,2003-12-28,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1185,2003-12-29,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1186,2003-12-30,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1187,2003-12-31,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1188,2004-01-01,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1189,2004-01-02,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1190,2004-01-03,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1191,2004-01-04,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1192,2004-01-05,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1193,2004-01-06,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1194,2004-01-07,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1195,2004-01-08,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1196,2004-01-09,0,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1197,2004-01-10,0,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1198,2004-01-11,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1199,2004-01-12,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1200,2004-01-13,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1201,2004-01-14,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1202,2004-01-15,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1203,2004-01-16,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1204,2004-01-17,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1205,2004-01-18,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1206,2004-01-19,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1207,2004-01-20,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1208,2004-01-21,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1209,2004-01-22,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1210,2004-01-23,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1211,2004-01-24,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1212,2004-01-25,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1213,2004-01-26,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1214,2004-01-27,0,2.548516,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1215,2004-01-28,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1216,2004-01-29,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1217,2004-01-30,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1218,2004-01-31,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1219,2004-02-01,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1220,2004-02-02,0,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1221,2004-02-03,0,4.247527,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1222,2004-02-04,0,4.530696,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1223,2004-02-05,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1224,2004-02-06,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1225,2004-02-07,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1226,2004-02-08,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1227,2004-02-09,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1228,2004-02-10,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1229,2004-02-11,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1230,2004-02-12,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1231,2004-02-13,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1232,2004-02-14,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1233,2004-02-15,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1234,2004-02-16,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1235,2004-02-17,0,2.831685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1236,2004-02-18,0,5.097033,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1237,2004-02-19,0,4.247527,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1238,2004-02-20,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1239,2004-02-21,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1240,2004-02-22,0,4.813865,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1241,2004-02-23,0,4.813865,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1242,2004-02-24,0,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1243,2004-02-25,0,283.1685,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1244,2004-02-26,0,96.27729,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1245,2004-02-27,0,7.64555,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1246,2004-02-28,0,4.247527,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1247,2004-02-29,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1248,2004-03-01,0,4.813865,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1249,2004-03-02,5.368,4.530696,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1250,2004-03-03,0.2862,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1251,2004-03-04,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1252,2004-03-05,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1253,2004-03-06,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1254,2004-03-07,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1255,2004-03-08,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1256,2004-03-09,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1257,2004-03-10,0.0064,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1258,2004-03-11,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1259,2004-03-12,0,3.114853,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1260,2004-03-13,0.008,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1261,2004-03-14,1e-4,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1262,2004-03-15,0.0066,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1263,2004-03-16,0.0603,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1264,2004-03-17,0.009,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1265,2004-03-18,0.013,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1266,2004-03-19,0,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1267,2004-03-20,3e-4,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1268,2004-03-21,0,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1269,2004-03-22,0,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1270,2004-03-23,0.0015,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1271,2004-03-24,0.0304,3.964359,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1272,2004-03-25,0,3.68119,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1273,2004-03-26,0.7294,3.398022,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1274,2004-03-27,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1275,2004-03-28,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1276,2004-03-29,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1277,2004-03-30,0.0064,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1278,2004-03-31,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1279,2004-04-01,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1280,2004-04-02,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1281,2004-04-03,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1282,2004-04-04,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1283,2004-04-05,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1284,2004-04-06,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1285,2004-04-07,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1286,2004-04-08,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1287,2004-04-09,0.004,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1288,2004-04-10,0.0603,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1289,2004-04-11,0.0556,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1290,2004-04-12,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1291,2004-04-13,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1292,2004-04-14,3e-4,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1293,2004-04-15,9e-4,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1294,2004-04-16,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1295,2004-04-17,0.0449,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1296,2004-04-18,0.0017,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1297,2004-04-19,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1298,2004-04-20,1e-4,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1299,2004-04-21,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1300,2004-04-22,0.0185,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1301,2004-04-23,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1302,2004-04-24,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1303,2004-04-25,0.0238,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1304,2004-04-26,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1305,2004-04-27,0.0082,1.132674,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1306,2004-04-28,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1307,2004-04-29,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1308,2004-04-30,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1309,2004-05-01,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1310,2004-05-02,0.0094,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1311,2004-05-03,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1312,2004-05-04,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1313,2004-05-05,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1314,2004-05-06,6e-4,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1315,2004-05-07,2e-4,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1316,2004-05-08,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1317,2004-05-09,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1318,2004-05-10,2e-4,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1319,2004-05-11,0.0018,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1320,2004-05-12,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1321,2004-05-13,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1322,2004-05-14,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1323,2004-05-15,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1324,2004-05-16,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1325,2004-05-17,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1326,2004-05-18,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1327,2004-05-19,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1328,2004-05-20,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1329,2004-05-21,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1330,2004-05-22,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1331,2004-05-23,0.0185,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1332,2004-05-24,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1333,2004-05-25,0,1.132674,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1334,2004-05-26,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1335,2004-05-27,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1336,2004-05-28,0,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1337,2004-05-29,8e-4,2.265348,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1338,2004-05-30,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1339,2004-05-31,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1340,2004-06-01,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1341,2004-06-02,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1342,2004-06-03,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1343,2004-06-04,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1344,2004-06-05,0.0077,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1345,2004-06-06,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1346,2004-06-07,0.0098,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1347,2004-06-08,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1348,2004-06-09,0.014,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1349,2004-06-10,3e-4,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1350,2004-06-11,1e-4,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1351,2004-06-12,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1352,2004-06-13,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1353,2004-06-14,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1354,2004-06-15,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1355,2004-06-16,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1356,2004-06-17,0.3112,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1357,2004-06-18,0.0501,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1358,2004-06-19,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1359,2004-06-20,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1360,2004-06-21,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1361,2004-06-22,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1362,2004-06-23,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1363,2004-06-24,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1364,2004-06-25,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1365,2004-06-26,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1366,2004-06-27,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1367,2004-06-28,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1368,2004-06-29,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1369,2004-06-30,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1370,2004-07-01,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1371,2004-07-02,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1372,2004-07-03,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1373,2004-07-04,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1374,2004-07-05,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1375,2004-07-06,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1376,2004-07-07,0,1.699011,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1377,2004-07-08,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1378,2004-07-09,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1379,2004-07-10,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1380,2004-07-11,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1381,2004-07-12,0,1.98218,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1382,2004-07-13,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1383,2004-07-14,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1384,2004-07-15,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1385,2004-07-16,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
1386,2004-07-17,0,1.415842,FALSE,TRUE,FALSE,FALSE,pre,santa_barbara_MC06,burn,pulse
